Grid Size ,85,,,,,,,,
 NULL, NodeType, GridX, GridY, Length, Width, Height, PosX, PosY, PosZ
0,1,11,8,2,2,0,22,16,0
0,1,11,9,2,2,0,22,18,0
0,1,11,10,2,2,0,22,20,0
0,1,10,10,-1.999992371,2,0,20,20,0
0,0,11,9,2,2,0,22,18,0
0,1,10,10,-1.999992371,2,0,20,20,0
0,1,10,9,-1.999992371,2,0,20,18,0
0,1,10,8,-1.999992371,2,0,20,16,0
0,1,11,8,2,2,0,22,16,0
0,1,12,8,2,2,0,24,16,0
0,1,12,9,2,2,0,24,18,0
0,1,12,10,2,2,0,24,20,0
0,1,11,10,2,2,0,22,20,0
0,0,12,9,2,2,0,24,18,0
0,1,11,10,2,2,0,22,20,0
0,1,11,9,2,2,0,22,18,0
0,1,11,8,2,2,0,22,16,0
0,1,12,8,2,2,0,24,16,0
0,1,13,8,2,2,0,26,16,0
0,1,13,9,2,2,0,26,18,0
0,1,13,10,2,2,0,26,20,0
0,1,12,10,2,2,0,24,20,0
0,0,13,9,2,2,0,26,18,0
0,1,12,10,2,2,0,24,20,0
0,1,12,9,2,2,0,24,18,0
0,1,12,8,2,2,0,24,16,0
0,1,13,8,2,2,0,26,16,0
0,1,14,8,2,2,0,28,16,0
0,1,14,9,2,2,0,28,18,0
0,1,14,10,2,2,0,28,20,0
0,1,13,10,2,2,0,26,20,0
0,0,14,9,2,2,0,28,18,0
0,1,13,10,2,2,0,26,20,0
0,1,13,9,2,2,0,26,18,0
0,1,13,8,2,2,0,26,16,0
0,1,14,8,2,2,0,28,16,0
0,1,15,8,2,2,0,30,16,0
0,1,15,9,2,2,0,30,18,0
0,1,15,10,2,2,0,30,20,0
0,1,14,10,2,2,0,28,20,0
0,0,15,9,2,2,0,30,18,0
0,1,14,10,2,2,0,28,20,0
0,1,14,9,2,2,0,28,18,0
0,1,14,8,2,2,0,28,16,0
0,1,15,8,2,2,0,30,16,0
0,1,16,8,2,2,0,32,16,0
0,1,16,9,2,2,0,32,18,0
0,1,16,10,2,2,0,32,20,0
0,1,15,10,2,2,0,30,20,0
0,0,16,9,2,2,0,32,18,0
0,1,15,10,2,2,0,30,20,0
0,1,15,9,2,2,0,30,18,0
0,1,15,8,2,2,0,30,16,0
0,1,16,8,2,2,0,32,16,0
0,1,17,8,2,2,0,34,16,0
0,1,17,9,2,2,0,34,18,0
0,1,17,10,2,2,0,34,20,0
0,1,16,10,2,2,0,32,20,0
0,0,17,9,2,2,0,34,18,0
0,1,16,10,2,2,0,32,20,0
0,1,16,9,2,2,0,32,18,0
0,1,16,8,2,2,0,32,16,0
0,1,17,8,2,2,0,34,16,0
0,1,18,8,2,2,0,36,16,0
0,1,18,9,2,2,0,36,18,0
0,1,18,10,2,2,0,36,20,0
0,1,17,10,2,2,0,34,20,0
0,0,18,9,2,2,0,36,18,0
0,1,17,10,2,2,0,34,20,0
0,1,17,9,2,2,0,34,18,0
0,1,17,8,2,2,0,34,16,0
0,1,18,8,2,2,0,36,16,0
0,1,19,8,2,2,0,38,16,0
0,1,19,9,2,2,0,38,18,0
0,1,19,10,2,2,0,38,20,0
0,1,18,10,2,2,0,36,20,0
0,0,19,9,2,2,0,38,18,0
0,1,18,10,2,2,0,36,20,0
0,1,18,9,2,2,0,36,18,0
0,1,18,8,2,2,0,36,16,0
0,1,19,8,2,2,0,38,16,0
0,1,20,8,2,2,0,40,16,0
0,1,20,9,2,2,0,40,18,0
0,1,20,10,2,2,0,40,20,0
0,1,19,10,2,2,0,38,20,0
0,0,20,9,2,2,0,40,18,0
0,1,19,10,2,2,0,38,20,0
0,1,19,9,2,2,0,38,18,0
0,1,19,8,2,2,0,38,16,0
0,1,20,8,2,2,0,40,16,0
0,1,21,8,2,2,0,42,16,0
0,1,21,9,2,2,0,42,18,0
0,1,21,10,2,2,0,42,20,0
0,1,20,10,2,2,0,40,20,0
0,0,21,9,2,2,0,42,18,0
0,1,20,10,2,2,0,40,20,0
0,1,20,9,2,2,0,40,18,0
0,1,20,8,2,2,0,40,16,0
0,1,21,8,2,2,0,42,16,0
0,1,22,8,2,2,0,44,16,0
0,1,22,9,2,2,0,44,18,0
0,1,22,10,2,2,0,44,20,0
0,1,21,10,2,2,0,42,20,0
0,0,22,9,2,2,0,44,18,0
0,1,21,10,2,2,0,42,20,0
0,1,21,9,2,2,0,42,18,0
0,1,21,8,2,2,0,42,16,0
0,1,22,8,2,2,0,44,16,0
0,1,23,8,2,2,0,46,16,0
0,1,23,9,2,2,0,46,18,0
0,1,23,10,2,2,0,46,20,0
0,1,22,10,2,2,0,44,20,0
0,0,23,9,2,2,0,46,18,0
0,1,22,10,2,2,0,44,20,0
0,1,22,9,2,2,0,44,18,0
0,1,22,8,2,2,0,44,16,0
0,1,23,8,2,2,0,46,16,0
0,1,24,8,2,2,0,48,16,0
0,1,24,9,2,2,0,48,18,0
0,1,24,10,2,2,0,48,20,0
0,1,23,10,2,2,0,46,20,0
0,0,24,9,2,2,0,48,18,0
0,1,23,10,2,2,0,46,20,0
0,1,23,9,2,2,0,46,18,0
0,1,23,8,2,2,0,46,16,0
0,1,24,8,2,2,0,48,16,0
0,1,25,8,2,2,0,50,16,0
0,1,25,9,2,2,0,50,18,0
0,1,25,10,2,2,0,50,20,0
0,1,24,10,2,2,0,48,20,0
0,0,25,9,2,2,0,50,18,0
0,1,24,10,2,2,0,48,20,0
0,1,24,9,2,2,0,48,18,0
0,1,24,8,2,2,0,48,16,0
0,1,25,8,2,2,0,50,16,0
0,1,26,8,2,2,0,52,16,0
0,1,26,9,2,2,0,52,18,0
0,1,26,10,2,2,0,52,20,0
0,1,25,10,2,2,0,50,20,0
0,0,26,9,2,2,0,52,18,0
0,1,25,10,2,2,0,50,20,0
0,1,25,9,2,2,0,50,18,0
0,1,25,8,2,2,0,50,16,0
0,1,26,8,2,2,0,52,16,0
0,1,27,8,2,2,0,54,16,0
0,1,27,9,2,2,0,54,18,0
0,1,27,10,2,2,0,54,20,0
0,1,26,10,2,2,0,52,20,0
0,0,27,9,2,2,0,54,18,0
0,1,26,10,2,2,0,52,20,0
0,1,26,9,2,2,0,52,18,0
0,1,26,8,2,2,0,52,16,0
0,1,27,8,2,2,0,54,16,0
0,1,28,8,2,2,0,56,16,0
0,1,28,9,2,2,0,56,18,0
0,1,28,10,2,2,0,56,20,0
0,1,27,10,2,2,0,54,20,0
0,0,28,9,2,2,0,56,18,0
0,1,27,10,2,2,0,54,20,0
0,1,27,9,2,2,0,54,18,0
0,1,27,8,2,2,0,54,16,0
0,1,28,8,2,2,0,56,16,0
0,1,29,8,2,2,0,58,16,0
0,1,29,9,2,2,0,58,18,0
0,1,29,10,2,2,0,58,20,0
0,1,28,10,2,2,0,56,20,0
0,0,29,9,2,2,0,58,18,0
0,1,28,10,2,2,0,56,20,0
0,1,28,9,2,2,0,56,18,0
0,1,28,8,2,2,0,56,16,0
0,1,29,8,2,2,0,58,16,0
0,1,30,8,2,2,0,60,16,0
0,1,30,9,2,2,0,60,18,0
0,1,30,10,2,2,0,60,20,0
0,1,29,10,2,2,0,58,20,0
0,0,30,9,2,2,0,60,18,0
0,1,29,10,2,2,0,58,20,0
0,1,29,9,2,2,0,58,18,0
0,1,29,8,2,2,0,58,16,0
0,1,30,8,2,2,0,60,16,0
0,1,31,8,2,2,0,62,16,0
0,1,31,9,2,2,0,62,18,0
0,1,31,10,2,2,0,62,20,0
0,1,30,10,2,2,0,60,20,0
0,0,31,9,2,2,0,62,18,0
0,1,30,10,2,2,0,60,20,0
0,1,30,9,2,2,0,60,18,0
0,1,30,8,2,2,0,60,16,0
0,1,31,8,2,2,0,62,16,0
0,1,32,8,2,2,0,64,16,0
0,1,32,9,2,2,0,64,18,0
0,1,32,10,2,2,0,64,20,0
0,1,31,10,2,2,0,62,20,0
0,0,32,9,2,2,0,64,18,0
0,1,31,10,2,2,0,62,20,0
0,1,31,9,2,2,0,62,18,0
0,1,31,8,2,2,0,62,16,0
0,1,32,8,2,2,0,64,16,0
0,1,33,8,2,2,0,66,16,0
0,1,33,9,2,2,0,66,18,0
0,1,33,10,2,2,0,66,20,0
0,1,32,10,2,2,0,64,20,0
0,0,33,9,2,2,0,66,18,0
0,1,32,10,2,2,0,64,20,0
0,1,32,9,2,2,0,64,18,0
0,1,32,8,2,2,0,64,16,0
0,1,33,8,2,2,0,66,16,0
0,1,34,8,2,2,0,68,16,0
0,1,34,9,2,2,0,68,18,0
0,1,34,10,2,2,0,68,20,0
0,1,33,10,2,2,0,66,20,0
0,0,34,9,2,2,0,68,18,0
0,1,33,10,2,2,0,66,20,0
0,1,33,9,2,2,0,66,18,0
0,1,33,8,2,2,0,66,16,0
0,1,34,8,2,2,0,68,16,0
0,1,35,8,2,2,0,70,16,0
0,1,35,9,2,2,0,70,18,0
0,1,35,10,2,2,0,70,20,0
0,1,34,10,2,2,0,68,20,0
0,0,35,9,2,2,0,70,18,0
0,1,34,10,2,2,0,68,20,0
0,1,34,9,2,2,0,68,18,0
0,1,34,8,2,2,0,68,16,0
0,1,35,8,2,2,0,70,16,0
0,1,36,8,2,2,0,72,16,0
0,1,36,9,2,2,0,72,18,0
0,1,36,10,2,2,0,72,20,0
0,1,35,10,2,2,0,70,20,0
0,0,36,9,2,2,0,72,18,0
0,1,35,10,2,2,0,70,20,0
0,1,35,9,2,2,0,70,18,0
0,1,35,8,2,2,0,70,16,0
0,1,36,8,2,2,0,72,16,0
0,1,37,8,2,2,0,74,16,0
0,1,37,9,2,2,0,74,18,0
0,1,37,10,2,2,0,74,20,0
0,1,36,10,2,2,0,72,20,0
0,0,37,9,2,2,0,74,18,0
0,1,36,10,2,2,0,72,20,0
0,1,36,9,2,2,0,72,18,0
0,1,36,8,2,2,0,72,16,0
0,1,37,8,2,2,0,74,16,0
0,1,38,8,2,2,0,76,16,0
0,1,38,9,2,2,0,76,18,0
0,1,38,10,2,2,0,76,20,0
0,1,37,10,2,2,0,74,20,0
0,0,38,9,2,2,0,76,18,0
0,1,37,10,2,2,0,74,20,0
0,1,37,9,2,2,0,74,18,0
0,1,37,8,2,2,0,74,16,0
0,1,38,8,2,2,0,76,16,0
0,1,39,8,2,2,0,78,16,0
0,1,39,9,2,2,0,78,18,0
0,1,39,10,2,2,0,78,20,0
0,1,38,10,2,2,0,76,20,0
0,0,39,9,2,2,0,78,18,0
0,1,38,10,2,2,0,76,20,0
0,1,38,9,2,2,0,76,18,0
0,1,38,8,2,2,0,76,16,0
0,1,39,8,2,2,0,78,16,0
0,1,40,8,2,2,0,80,16,0
0,1,40,9,2,2,0,80,18,0
0,1,40,10,2,2,0,80,20,0
0,1,39,10,2,2,0,78,20,0
0,0,40,9,2,2,0,80,18,0
0,1,39,10,2,2,0,78,20,0
0,1,39,9,2,2,0,78,18,0
0,1,39,8,2,2,0,78,16,0
0,1,40,8,2,2,0,80,16,0
0,1,41,8,2,2,0,82,16,0
0,1,41,9,2,2,0,82,18,0
0,1,41,10,2,2,0,82,20,0
0,1,40,10,2,2,0,80,20,0
0,0,41,9,2,2,0,82,18,0
0,1,40,10,2,2,0,80,20,0
0,1,40,9,2,2,0,80,18,0
0,1,40,8,2,2,0,80,16,0
0,1,41,8,2,2,0,82,16,0
0,1,42,8,2,2,0,84,16,0
0,1,42,9,2,2,0,84,18,0
0,1,42,10,2,2,0,84,20,0
0,1,41,10,2,2,0,82,20,0
0,0,42,9,2,2,0,84,18,0
0,1,41,10,2,2,0,82,20,0
0,1,41,9,2,2,0,82,18,0
0,1,41,8,2,2,0,82,16,0
0,1,42,8,2,2,0,84,16,0
0,1,43,8,2,2,0,86,16,0
0,1,43,9,2,2,0,86,18,0
0,1,43,10,2,2,0,86,20,0
0,1,42,10,2,2,0,84,20,0
0,0,43,9,2,2,0,86,18,0
0,1,42,10,2,2,0,84,20,0
0,1,42,9,2,2,0,84,18,0
0,1,42,8,2,2,0,84,16,0
0,1,43,8,2,2,0,86,16,0
0,1,44,8,2,2,0,88,16,0
0,1,44,9,2,2,0,88,18,0
0,1,44,10,2,2,0,88,20,0
0,1,43,10,2,2,0,86,20,0
0,0,44,9,2,2,0,88,18,0
0,1,43,10,2,2,0,86,20,0
0,1,43,9,2,2,0,86,18,0
0,1,43,8,2,2,0,86,16,0
0,1,44,8,2,2,0,88,16,0
0,1,45,8,2,2,0,90,16,0
0,1,45,9,2,2,0,90,18,0
0,1,45,10,2,2,0,90,20,0
0,1,44,10,2,2,0,88,20,0
0,0,45,9,2,2,0,90,18,0
0,1,44,10,2,2,0,88,20,0
0,1,44,9,2,2,0,88,18,0
0,1,44,8,2,2,0,88,16,0
0,1,45,8,2,2,0,90,16,0
0,1,46,8,2,2,0,92,16,0
0,1,46,9,2,2,0,92,18,0
0,1,46,10,2,2,0,92,20,0
0,1,45,10,2,2,0,90,20,0
0,0,46,9,2,2,0,92,18,0
0,1,45,10,2,2,0,90,20,0
0,1,45,9,2,2,0,90,18,0
0,1,45,8,2,2,0,90,16,0
0,1,46,8,2,2,0,92,16,0
0,1,47,8,2,2,0,94,16,0
0,1,47,9,2,2,0,94,18,0
0,1,47,10,2,2,0,94,20,0
0,1,46,10,2,2,0,92,20,0
0,0,47,9,2,2,0,94,18,0
0,1,46,10,2,2,0,92,20,0
0,1,46,9,2,2,0,92,18,0
0,1,46,8,2,2,0,92,16,0
0,1,47,8,2,2,0,94,16,0
0,1,48,8,2,2,0,96,16,0
0,1,48,9,2,2,0,96,18,0
0,1,48,10,2,2,0,96,20,0
0,1,47,10,2,2,0,94,20,0
0,0,48,9,2,2,0,96,18,0
0,1,47,10,2,2,0,94,20,0
0,1,47,9,2,2,0,94,18,0
0,1,47,8,2,2,0,94,16,0
0,1,48,8,2,2,0,96,16,0
0,1,49,8,2,2,0,98,16,0
0,1,49,9,2,2,0,98,18,0
0,1,49,10,2,2,0,98,20,0
0,1,48,10,2,2,0,96,20,0
0,0,49,9,2,2,0,98,18,0
0,1,48,10,2,2,0,96,20,0
0,1,48,9,2,2,0,96,18,0
0,1,48,8,2,2,0,96,16,0
0,1,49,8,2,2,0,98,16,0
0,1,50,8,2,2,0,100,16,0
0,1,50,9,2,2,0,100,18,0
0,1,50,10,2,2,0,100,20,0
0,1,49,10,2,2,0,98,20,0
0,0,50,9,2,2,0,100,18,0
0,1,49,10,2,2,0,98,20,0
0,1,49,9,2,2,0,98,18,0
0,1,49,8,2,2,0,98,16,0
0,1,50,8,2,2,0,100,16,0
0,1,51,8,2,2,0,102,16,0
0,1,51,9,2,2,0,102,18,0
0,1,51,10,2,2,0,102,20,0
0,1,50,10,2,2,0,100,20,0
0,0,51,9,2,2,0,102,18,0
0,1,50,10,2,2,0,100,20,0
0,1,50,9,2,2,0,100,18,0
0,1,50,8,2,2,0,100,16,0
0,1,51,8,2,2,0,102,16,0
0,1,52,8,2,2,0,104,16,0
0,1,52,9,2,2,0,104,18,0
0,1,52,10,2,2,0,104,20,0
0,1,51,10,2,2,0,102,20,0
0,0,52,9,2,2,0,104,18,0
0,1,51,10,2,2,0,102,20,0
0,1,51,9,2,2,0,102,18,0
0,1,51,8,2,2,0,102,16,0
0,1,52,8,2,2,0,104,16,0
0,1,53,8,2,2,0,106,16,0
0,1,53,9,2,2,0,106,18,0
0,1,53,10,2,2,0,106,20,0
0,1,52,10,2,2,0,104,20,0
0,0,53,9,2,2,0,106,18,0
0,1,52,10,2,2,0,104,20,0
0,1,52,9,2,2,0,104,18,0
0,1,52,8,2,2,0,104,16,0
0,1,53,8,2,2,0,106,16,0
0,1,54,8,2,2,0,108,16,0
0,1,54,9,2,2,0,108,18,0
0,1,54,10,2,2,0,108,20,0
0,1,53,10,2,2,0,106,20,0
0,0,54,9,2,2,0,108,18,0
0,1,53,10,2,2,0,106,20,0
0,1,53,9,2,2,0,106,18,0
0,1,53,8,2,2,0,106,16,0
0,1,54,8,2,2,0,108,16,0
0,1,55,8,2,2,0,110,16,0
0,1,55,9,2,2,0,110,18,0
0,1,55,10,2,2,0,110,20,0
0,1,54,10,2,2,0,108,20,0
0,0,55,9,2,2,0,110,18,0
0,1,54,10,2,2,0,108,20,0
0,1,54,9,2,2,0,108,18,0
0,1,54,8,2,2,0,108,16,0
0,1,55,8,2,2,0,110,16,0
0,1,56,8,2,2,0,112,16,0
0,1,56,9,2,2,0,112,18,0
0,1,56,10,2,2,0,112,20,0
0,1,55,10,2,2,0,110,20,0
0,0,56,9,2,2,0,112,18,0
0,1,55,10,2,2,0,110,20,0
0,1,55,9,2,2,0,110,18,0
0,1,55,8,2,2,0,110,16,0
0,1,56,8,2,2,0,112,16,0
0,1,57,8,2,2,0,114,16,0
0,1,57,9,2,2,0,114,18,0
0,1,57,10,2,2,0,114,20,0
0,1,56,10,2,2,0,112,20,0
0,0,57,9,2,2,0,114,18,0
0,1,56,10,2,2,0,112,20,0
0,1,56,9,2,2,0,112,18,0
0,1,56,8,2,2,0,112,16,0
0,1,57,8,2,2,0,114,16,0
0,1,58,8,2,2,0,116,16,0
0,1,58,9,2,2,0,116,18,0
0,1,58,10,2,2,0,116,20,0
0,1,57,10,2,2,0,114,20,0
0,0,58,9,2,2,0,116,18,0
0,1,57,10,2,2,0,114,20,0
0,1,57,9,2,2,0,114,18,0
0,1,57,8,2,2,0,114,16,0
0,1,58,8,2,2,0,116,16,0
0,1,59,8,2,2,0,118,16,0
0,1,59,9,2,2,0,118,18,0
0,1,59,10,2,2,0,118,20,0
0,1,58,10,2,2,0,116,20,0
0,0,59,9,2,2,0,118,18,0
0,1,58,10,2,2,0,116,20,0
0,1,58,9,2,2,0,116,18,0
0,1,58,8,2,2,0,116,16,0
0,1,59,8,2,2,0,118,16,0
0,1,60,8,2,2,0,120,16,0
0,1,60,9,2,2,0,120,18,0
0,1,60,10,2,2,0,120,20,0
0,1,59,10,2,2,0,118,20,0
0,0,60,9,2,2,0,120,18,0
0,1,59,10,2,2,0,118,20,0
0,1,59,9,2,2,0,118,18,0
0,1,59,8,2,2,0,118,16,0
0,1,60,8,2,2,0,120,16,0
0,1,61,8,2,2,0,122,16,0
0,1,61,9,2,2,0,122,18,0
0,1,61,10,2,2,0,122,20,0
0,1,60,10,2,2,0,120,20,0
0,0,61,9,2,2,0,122,18,0
0,1,60,10,2,2,0,120,20,0
0,1,60,9,2,2,0,120,18,0
0,1,60,8,2,2,0,120,16,0
0,1,61,8,2,2,0,122,16,0
0,1,62,8,2,2,0,124,16,0
0,1,62,9,2,2,0,124,18,0
0,1,62,10,2,2,0,124,20,0
0,1,61,10,2,2,0,122,20,0
0,0,62,9,2,2,0,124,18,0
0,1,61,10,2,2,0,122,20,0
0,1,61,9,2,2,0,122,18,0
0,1,61,8,2,2,0,122,16,0
0,1,62,8,2,2,0,124,16,0
0,1,63,8,2,2,0,126,16,0
0,1,63,9,2,2,0,126,18,0
0,1,63,10,2,2,0,126,20,0
0,1,62,10,2,2,0,124,20,0
0,0,63,9,2,2,0,126,18,0
0,1,62,10,2,2,0,124,20,0
0,1,62,9,2,2,0,124,18,0
0,1,62,8,2,2,0,124,16,0
0,1,63,8,2,2,0,126,16,0
0,1,64,8,2,2,0,128,16,0
0,1,64,9,2,2,0,128,18,0
0,1,64,10,2,2,0,128,20,0
0,1,63,10,2,2,0,126,20,0
0,0,64,9,2,2,0,128,18,0
0,1,63,10,2,2,0,126,20,0
0,1,63,9,2,2,0,126,18,0
0,1,63,8,2,2,0,126,16,0
0,1,64,8,2,2,0,128,16,0
0,1,65,8,2,2,0,130,16,0
0,1,65,9,2,2,0,130,18,0
0,1,65,10,2,2,0,130,20,0
0,1,64,10,2,2,0,128,20,0
0,0,65,9,2,2,0,130,18,0
0,1,64,10,2,2,0,128,20,0
0,1,64,9,2,2,0,128,18,0
0,1,64,8,2,2,0,128,16,0
0,1,65,8,2,2,0,130,16,0
0,1,66,8,2,2,0,132,16,0
0,1,66,9,2,2,0,132,18,0
0,1,66,10,2,2,0,132,20,0
0,1,65,10,2,2,0,130,20,0
0,0,66,9,2,2,0,132,18,0
0,1,65,10,2,2,0,130,20,0
0,1,65,9,2,2,0,130,18,0
0,1,65,8,2,2,0,130,16,0
0,1,66,8,2,2,0,132,16,0
0,1,67,8,2,2,0,134,16,0
0,1,67,9,2,2,0,134,18,0
0,1,67,10,2,2,0,134,20,0
0,1,66,10,2,2,0,132,20,0
0,0,67,9,2,2,0,134,18,0
0,1,66,10,2,2,0,132,20,0
0,1,66,9,2,2,0,132,18,0
0,1,66,8,2,2,0,132,16,0
0,1,67,8,2,2,0,134,16,0
0,1,68,8,2,2,0,136,16,0
0,1,68,9,2,2,0,136,18,0
0,1,68,10,2,2,0,136,20,0
0,1,67,10,2,2,0,134,20,0
0,0,68,9,2,2,0,136,18,0
0,1,67,10,2,2,0,134,20,0
0,1,67,9,2,2,0,134,18,0
0,1,67,8,2,2,0,134,16,0
0,1,68,8,2,2,0,136,16,0
0,1,69,8,2,2,0,138,16,0
0,1,69,9,2,2,0,138,18,0
0,1,69,10,2,2,0,138,20,0
0,1,68,10,2,2,0,136,20,0
0,0,69,9,2,2,0,138,18,0
0,1,68,10,2,2,0,136,20,0
0,1,68,9,2,2,0,136,18,0
0,1,68,8,2,2,0,136,16,0
0,1,69,8,2,2,0,138,16,0
0,1,70,8,2,2,0,140,16,0
0,1,70,9,2,2,0,140,18,0
0,1,70,10,2,2,0,140,20,0
0,1,69,10,2,2,0,138,20,0
0,0,70,9,2,2,0,140,18,0
0,1,69,10,2,2,0,138,20,0
0,1,69,9,2,2,0,138,18,0
0,1,69,8,2,2,0,138,16,0
0,1,70,8,2,2,0,140,16,0
0,1,71,8,2,2,0,142,16,0
0,1,71,9,2,2,0,142,18,0
0,1,71,10,2,2,0,142,20,0
0,1,70,10,2,2,0,140,20,0
0,0,71,9,2,2,0,142,18,0
0,1,70,10,2,2,0,140,20,0
0,1,70,9,2,2,0,140,18,0
0,1,70,8,2,2,0,140,16,0
0,1,71,8,2,2,0,142,16,0
0,1,72,8,2,2,0,144,16,0
0,1,72,9,2,2,0,144,18,0
0,1,72,10,2,2,0,144,20,0
0,1,71,10,2,2,0,142,20,0
0,0,72,9,2,2,0,144,18,0
0,1,71,10,2,2,0,142,20,0
0,1,71,9,2,2,0,142,18,0
0,1,71,8,2,2,0,142,16,0
0,1,72,8,2,2,0,144,16,0
0,1,73,8,2,2,0,146,16,0
0,1,73,9,2,2,0,146,18,0
0,1,73,10,2,2,0,146,20,0
0,1,72,10,2,2,0,144,20,0
0,0,73,9,2,2,0,146,18,0
0,1,72,10,2,2,0,144,20,0
0,1,72,9,2,2,0,144,18,0
0,1,72,8,2,2,0,144,16,0
0,1,73,8,2,2,0,146,16,0
0,1,74,8,2,2,0,148,16,0
0,1,74,9,2,2,0,148,18,0
0,1,74,10,2,2,0,148,20,0
0,1,73,10,2,2,0,146,20,0
0,0,74,9,2,2,0,148,18,0
0,1,73,10,2,2,0,146,20,0
0,1,73,9,2,2,0,146,18,0
0,1,73,8,2,2,0,146,16,0
0,1,74,8,2,2,0,148,16,0
0,1,75,8,2,2,0,150,16,0
0,1,75,9,2,2,0,150,18,0
0,1,75,10,2,2,0,150,20,0
0,1,74,10,2,2,0,148,20,0
0,0,75,9,2,2,0,150,18,0
0,1,74,10,2,2,0,148,20,0
0,1,74,9,2,2,0,148,18,0
0,1,74,8,2,2,0,148,16,0
0,1,75,8,2,2,0,150,16,0
0,1,76,8,2,2,0,152,16,0
0,1,76,9,2,2,0,152,18,0
0,1,76,10,2,2,0,152,20,0
0,1,75,10,2,2,0,150,20,0
0,0,76,9,2,2,0,152,18,0
0,1,75,10,2,2,0,150,20,0
0,1,75,9,2,2,0,150,18,0
0,1,75,8,2,2,0,150,16,0
0,1,76,8,2,2,0,152,16,0
0,1,77,8,2,2,0,154,16,0
0,1,77,9,2,2,0,154,18,0
0,1,77,10,2,2,0,154,20,0
0,1,76,10,2,2,0,152,20,0
0,0,77,9,2,2,0,154,18,0
0,1,76,10,2,2,0,152,20,0
0,1,76,9,2,2,0,152,18,0
0,1,76,8,2,2,0,152,16,0
0,1,77,8,2,2,0,154,16,0
0,1,78,8,2,2,0,156,16,0
0,1,78,9,2,2,0,156,18,0
0,1,78,10,2,2,0,156,20,0
0,1,77,10,2,2,0,154,20,0
0,0,78,9,2,2,0,156,18,0
0,1,77,10,2,2,0,154,20,0
0,1,77,9,2,2,0,154,18,0
0,1,77,8,2,2,0,154,16,0
0,1,78,8,2,2,0,156,16,0
0,1,79,8,2,2,0,158,16,0
0,1,79,9,2,2,0,158,18,0
0,1,79,10,2,2,0,158,20,0
0,1,78,10,2,2,0,156,20,0
0,0,79,9,2,2,0,158,18,0
0,1,78,10,2,2,0,156,20,0
0,1,78,9,2,2,0,156,18,0
0,1,78,8,2,2,0,156,16,0
0,1,79,8,2,2,0,158,16,0
0,1,80,8,2,2,0,160,16,0
0,1,80,9,2,2,0,160,18,0
0,1,80,10,2,2,0,160,20,0
0,1,79,10,2,2,0,158,20,0
0,0,80,9,2,2,0,160,18,0
0,1,79,10,2,2,0,158,20,0
0,1,79,9,2,2,0,158,18,0
0,1,79,8,2,2,0,158,16,0
0,1,80,8,2,2,0,160,16,0
0,1,81,8,2,2,0,162,16,0
0,1,81,9,2,2,0,162,18,0
0,1,81,10,2,2,0,162,20,0
0,1,80,10,2,2,0,160,20,0
0,0,81,9,2,2,0,162,18,0
0,1,80,10,2,2,0,160,20,0
0,1,80,9,2,2,0,160,18,0
0,1,80,8,2,2,0,160,16,0
0,1,81,8,2,2,0,162,16,0
0,1,82,8,2,2,0,164,16,0
0,1,82,9,2,2,0,164,18,0
0,1,82,10,2,2,0,164,20,0
0,1,81,10,2,2,0,162,20,0
0,0,82,9,2,2,0,164,18,0
0,1,81,10,2,2,0,162,20,0
0,1,81,9,2,2,0,162,18,0
0,1,81,8,2,2,0,162,16,0
0,1,82,8,2,2,0,164,16,0
0,1,83,8,2,2,0,166,16,0
0,1,83,9,2,2,0,166,18,0
0,1,83,10,2,2,0,166,20,0
0,1,82,10,2,2,0,164,20,0
0,0,83,9,2,2,0,166,18,0
0,1,82,10,2,2,0,164,20,0
0,1,82,9,2,2,0,164,18,0
0,1,82,8,2,2,0,164,16,0
0,1,83,8,2,2,0,166,16,0
0,1,84,8,2,2,0,168,16,0
0,1,84,9,2,2,0,168,18,0
0,1,84,10,2,2,0,168,20,0
0,1,83,10,2,2,0,166,20,0
0,0,84,9,2,2,0,168,18,0
0,1,83,10,2,2,0,166,20,0
0,1,83,9,2,2,0,166,18,0
0,1,83,8,2,2,0,166,16,0
0,1,84,8,2,2,0,168,16,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,84,10,2,2,0,168,20,0
0,0,0,10,2,2,0,0,20,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,0,9,2,2,0,0,18,0
0,1,1,9,2,2,0,2,18,0
0,1,1,10,2,2,0,2,20,0
0,1,1,11,2,2,0,2,22,0
0,1,0,11,2,2,0,0,22,0
0,0,1,10,2,2,0,2,20,0
0,1,0,11,2,2,0,0,22,0
0,1,0,10,2,2,0,0,20,0
0,1,0,9,2,2,0,0,18,0
0,1,1,9,2,2,0,2,18,0
0,1,2,9,2,2,0,4,18,0
0,1,2,10,2,2,0,4,20,0
0,1,2,11,2,2,0,4,22,0
0,1,1,11,2,2,0,2,22,0
0,0,2,10,2,2,0,4,20,0
0,1,1,11,2,2,0,2,22,0
0,1,1,10,2,2,0,2,20,0
0,1,1,9,2,2,0,2,18,0
0,1,2,9,2,2,0,4,18,0
0,1,3,9,2,2,0,6,18,0
0,1,3,10,2,2,0,6,20,0
0,1,3,11,2,2,0,6,22,0
